020|a	LOCATION	NOTE(ITEM)	BARCODE
9780691156576 (hardcover : alk. paper);0691156573 (hardcover : alk. paper)	xmb  		
9780521189088 (pbk. : edition without answers);052118908X (pbk. : edition without answers);9780521189064 (edition with answers);0521189063 (edition with answers);9780521189392 (edition with answers and CD-ROM);052118939X (edition with answers and CD-ROM);9780511961731 (online access code pack);0511961731 (online access code pack);9781107641389 (online access code pack and book with answers);1107641381 (online access code pack and book with answers)	xmb  		
9780472118427 (cloth : alk. paper);0472118420 (cloth : alk. paper);9780472028559 (e-book);0472028553 (e-book)	xmb  		
9780814743508 (cl : alk. paper);0814743501 (cl : alk. paper);9780814743515 (ebook);081474351X (ebook);9780814743904 (ebook);0814743900 (ebook)	xmb  		
9780470614150 (hc);0470614153 (hc)	xmb  		
9780062020444 (pbk.);0062020447 (pbk.)	xmb  		
9780470376294 (hardback);0470376295 (hardback)	xmb  		
9780340936016;0340936010	xmb  		
9781892746245;1892746247	xmb  		
0765703491 (hardcover : alk. paper);9780765703491 (hardcover : alk. paper)	xmb  		
9780745331911 (pbk.);0745331912 (pbk.);9780745331928 (hbk.);0745331920 (hbk.);9781849646017 (Kindle ebk.);1849646015 (Kindle ebk.);9781849645997 (ebk. PDF);184964599X (ebk. PDF);9781849646000 (ePub.);1849646007 (ePub.)	xmb  		
080143730X (alk. paper);9780801437304 (alk. paper)	xmb  		
9781400076017 (pbk.) :;1400076013 (pbk.)  :	xmb  		
1849806160;9781849806169	xmb  		
1416594213 (hbk.);9781416594215 (hbk.);1439190070 (ebook);9781439190074 (ebook)	xmb  		
9780307390684 :;0307390683	xmb  		
9780674047211 (hbk. : alk. paper);0674047214 (hbk. : alk. paper)	xmb  		
0415946948 (hbk. : alk. paper);9780415946940 (hbk. : alk. paper);0415946956 (pbk. : alk. paper);9780415946957 (pbk. : alk. paper);9780203492369;0203492366	xmb  		
9780826516190 (cloth : alk. paper);082651619X (cloth : alk. paper)	xmt  	rec. 052813	
9781412970457 (cloth);1412970458 (cloth);9781412970464 (pbk.);1412970466 (pbk.)	xmt  	rec. 052813	
9781412938877 (pbk. : alk. paper);1412938872 (pbk. : alk. paper);9781412938860 (hbk.);1412938864 (hbk.)	xmt  	rec. 052813	
9781591585183 (alk. paper);159158518X (alk. paper)	xmt  	rec. 052813	
9781425806316;1425806317	xmt  	rec. 052813	
1413008453;9781413008456	xmt  	rec. 052813	
9781606233085 (pbk. : alk. paper);1606233084 (pbk. : alk. paper)	xmt  	rec. 052813	
9781617357770 (pbk.);1617357774 (pbk.);9781617357787 (hardcover);1617357782 (hardcover);9781617357794 (ebook);1617357790 (ebook)	xmt  	rec. 052813	
9780205903610;0205903614;9780321846181;0321846184	x2mt 	rec. 052813	
9789400741973;9400741979;9789400741980;9400741987	xmt  	rec. 052813	
9789400751064 (cased);9400751060 (cased)	xmt  	rec. 052813	
9781137008992;1137008997	xmt  	rec. 052813	
9789400740945;9400740948	xmt  	rec. 052813	
9781617358982 (pbk.);1617358983 (pbk.);9781617358999 (hardcover);1617358991 (hardcover);9781617359002 (e-book);1617359009 (e-book)	xmt  	rec. 052813	
9781610485579 (cloth : alk. paper);1610485572 (cloth : alk. paper);9781610485586 (pbk. : alk. paper);1610485580 (pbk. : alk. paper);9781610485593 (electronic);1610485599 (electronic)	xmt  	rec. 052813	
9789400746282;9400746288	xmt  	rec. 052813	
9781623960438 (pbk.);1623960436 (pbk.);9781623960445 (hardcover);1623960444 (hardcover);1623960452 (ebook);9781623960452 (ebook)	xmt  	rec. 052813	
9781781901021;1781901023	xmt  	rec. 052813	
9780415803199 (hbk);0415803195 (hbk);9780415803205 (pbk);0415803209 (pbk);9780203833452 (ebk);0203833457 (ebk)	xmt  	rec. 052813	
9780415536356 (hardback);0415536359 (hardback);9780415536363 (paperback);0415536367 (paperback);9780203095157 (e-book);0203095154 (e-book)	xmt  	rec. 052813	
9781579226350 (alk. paper);1579226353 (alk. paper);9781579226367 (pbk. : alk. paper);1579226361 (pbk. : alk. paper);9781579226374 (library networkable e-ed.);157922637X (library networkable e-ed.);9781579226381 (consumer e-ed.);1579226388 (consumer e-ed.)	xmt  	rec. 052813	
9780415990905 (alk. paper);0415990904 (alk. paper);9780203865255 (alk. paper);0203865251 (alk. paper);0415530245;9780415530248	xmt  	rec. 052813	
9780415892537 (hardback);0415892538 (hardback);9780415892544 (paperback);0415892546 (paperback);9780203814406 (e-book);0203814401 (e-book)	xmt  	rec. 052813	
9781462506422 (hardback);1462506429 (hardback);9781462506293 (paper);1462506291 (paper)	xmt  	rec. 052813	
9781612052274 (pbk. : alk. paper);1612052274 (pbk. : alk. paper)	xmt  	rec. 052813	
9780195300543 (pbk. : alk. paper);0195300548 (pbk. : alk. paper)	xmt  	rec. 052813	
9780838935941 (pbk. : alk. paper);083893594X (pbk. : alk. paper)	xte  	rec. 052813	30000002607400
9780521514880 (hbk.);0521514886 (hbk.);9780521735599 (pbk.);0521735599 (pbk.)	xmt  	rec. 052813	
9780321803115 (student ed.);0321803116 (student ed.);9780321857347 (exam copy);0321857348 (exam copy);0321877829;9780321877826	xmt  	rec. 052813	
0387093451;9780387093451;3540093451;9783540093459;3642672973;9783642672972	xmt  	rec. 052813	
354010982X (Berlin);9783540109822 (Berlin);038710982X (New York);9780387109824 (New York);3642682197;9783642682193	xmt  	rec. 052813	
038713591X (U.S.);9780387135915 (U.S.);354013591X;9783540135913;3642698573;9783642698576	xmt  	rec. 052813	
3540569812;9783540569817;0387569812;9780387569819;3642783694;9783642783692	xmt  	rec. 052813	
0387979433 (New York : acid-free paper);9780387979434 (New York : acid-free paper);3540979433 (Berlin : acid-free paper);9783540979432 (Berlin : acid-free paper);1461287480;9781461287483	xmt  	rec. 052813	
9789350255520;9350255529	xmt  	rec. 052813	
0387969683;9780387969688;3540969683;9783540969686;1461388848;9781461388845	xmt  	rec. 052813	
0387515445 (U.S.);9780387515441 (U.S.);3642749984;9783642749988	xmt  	rec. 052813	
9781622574575 (hbk.);1622574575 (hbk.)	xmt  	rec. 052813	
9781567934373 (alk. paper);1567934374 (alk. paper)	xmt  	rec. 052813	
9780470670156 (cloth);0470670150 (cloth)	xmt  	rec. 052813	
9789350257852;9350257858	xmt  	rec. 052813	
9780801894183 (hardcover : alk. paper);0801894182 (hardcover : alk. paper)	xmt  	rec. 052813	
9789400743892;9400743890	xmt  	rec. 052813	
9780199746521 (acid-free paper);0199746524 (acid-free paper)	xmt  	rec. 052813	
9789400743922 (pbk. : alk. paper);9400743920 (pbk. : alk. paper)	xmt  	rec. 052813	
9781600344855;1600344852;1600344844;9781600344848	xmt  	rec. 052813	
9780205776894 (pbk.);0205776892 (pbk.)	xmt  	rec. 052813	
9780205819928 (pbk. : alk. paper);0205819923 (pbk. : alk. paper)	xmt  	rec. 052813	
9780199755882 (hbk. : alk. paper);0199755884 (hbk. : alk. paper)	xmt  	rec. 052813	
9781565493230 (pbk. : alk. paper);1565493230 (pbk. : alk. paper);9781565493247 (cloth : alk. paper);1565493249 (cloth : alk. paper);9781565493889 (library ebook);1565493885 (library ebook);9781565493896 (consumer ebook);1565493893 (consumer ebook)	xmt  	rec. 052813	
9781847422835;1847422837;9781847422828 (pbk.);1847422829 (pbk.)	xmt  	rec. 052813	
9781447301165 (hbk.);1447301161 (hbk.);9781447301158 (pbk.);1447301153 (pbk.)	xmt  	rec. 052813	
1844456102;9781844456109	xmt  	rec. 052813	
9780205679706 (pbk.);0205679706 (pbk.)	xmt  	rec. 052813	
1403947767 (cloth);9781403947765 (cloth)	xmt  	rec. 052813	
9781611683523 (cloth : alk. paper);1611683521 (cloth : alk. paper);9781611683530 (ebook);161168353X (ebook)	xmt  	rec. 052813	
1780460112 (pbk.);9781780460116 (pbk.)	xmt  	rec. 052813	
9780745643397 (hbk.);0745643396 (hbk.);074564340X (pbk.);9780745643403 (pbk.)	xmt  	rec. 052813	
9781461441236 (alk. paper);1461441234 (alk. paper);9781461441243 (eBook);1461441242 (eBook)	xmt  	rec. 052813	
9780813344638 (pbk. : alk. paper);0813344638 (pbk. : alk. paper);9780813345628 (e-book);0813345626 (e-book)	xmt  	rec. 052813	
9781118049082 (cloth);111804908X (cloth)	xmt  	rec. 052813	
9781461453444;1461453445	xmt  	rec. 052813	
1412847524;9781412847520	xmt  	rec. 052813	
9780857027818 (hbk.);0857027816 (hbk.);9780857027825 (pbk.);0857027824 (pbk.)	xmt  	rec. 052813	
9781847420657 (hard);1847420656 (hard)	xmt  	rec. 052813	
9781848601550 (hbk.);1848601557 (hbk.);1848601565 (pbk.);9781848601567 (pbk.)	xmt  	rec. 052813	
1449737161;9781449737160;144973717X;9781449737177	xmt  	rec. 052813	
9781461443902 (hbk.);1461443903 (hbk.)	xmt  	rec. 052813	
9780812244717 (hardcover : alk. paper);0812244710 (hardcover : alk. paper)	xmt  	rec. 052813	
9780745650845;0745650848	xmt  	rec. 052813	
9781107011144 (hardback);1107011140 (hardback)	xmt  	rec. 052813	
9780804776646 (cloth : alk. paper);0804776644 (cloth : alk. paper)	xmt  	rec. 052813	
9780853038559 (hbk.);0853038554 (hbk.)	xmt  	rec. 052813	
1936235722;9781936235728	xmt  	rec. 052813	
0230606725 (alk. paper);9780230606722 (alk. paper)	xmt  	rec. 052813	
9780857454928 (hardback : alk. paper);0857454927 (hardback : alk. paper);9780857454935 (ebook);0857454935 (ebook)	xmt  	rec. 052813	
9780253002112 (cloth : alk. paper);0253002117 (cloth : alk. paper);9780253002235 (ebook);0253002230 (ebook)	xmt  	rec. 052813	
9780853039549 (hbk.);0853039542 (hbk.)	xmt  	rec. 052813	
9781107023970 (hardback);1107023971 (hardback)	xmt  	rec. 052813	
9780841914575 (pbk. : alk. paper);0841914575 (pbk. : alk. paper);9780841914582 (alk. paper);0841914583 (alk. paper)	xmt  	rec. 052813	
9781416595304 (hbk.);1416595309 (hbk.)	xmb  		
9780143120537;0143120530	xmb  		
9781616144296 (alk. paper);1616144297 (alk. paper)	xmb  		
9780393081091 (hardcover);0393081095 (hardcover)	xmb  		
9780199916351 (hbk. : alk. paper);0199916357 (hbk. : alk. paper)	xmb  		
9781107014985;1107014980	xmb  		
9781554079247;1554079241	xmb  		
9780812244823 (hardcover : alk. paper);0812244826 (hardcover : alk. paper)	xmb  		
9780393338805 (pbk.);0393338800 (pbk.)	xmb  		
9781600940538 (pbk. : alk. paper);1600940536 (pbk. : alk. paper)	xmb  		
9780393339499 (pbk.);0393339491 (pbk.);9780393080292;0393080293	xmb  		
9781422170014 (hbk. : alk. paper);1422170012 (hbk. : alk. paper)	xmb  		
9781611683578 (cloth : alk. paper);1611683572 (cloth : alk. paper);9781611683585 (pbk. : alk. paper);1611683580 (pbk. : alk. paper);9781611683592;1611683599	xmb  		
9781840226867 (pbk.);1840226862 (pbk.);1486147976;9781486147977	xmb  		
0881631922;9780881631920	xmb  		
9780684825502;0684825503	xmb  		
9781107013131 (hardback);1107013135 (hardback);9781107600973 (paperback);1107600979 (paperback)	xmb  		
9780815633037 (cloth : alk. paper);0815633033 (cloth : alk. paper)	xmb  		
0765701766 (alk. paper);9780765701763 (alk. paper)	xmb  		
9780312943592 (pbk.) :;0312943598 (pbk.)	xmb  		30000001986698
9781107002975 (hardback);1107002974 (hardback);9780521176194 (paperback);0521176190 (paperback)	xmb  		
9781936287239 (alk. paper);1936287234 (alk. paper);9781617050534 (e-book);1617050539 (e-book)	xbs  	rec. 010813	30000002439218
0874516641	xwb  	rec 062597	30000002498925
9780801893865 (hardcover : alk. paper);0801893860 (hardcover : alk. paper)	xbs  	rec. 060513	
9780736071307 (hard cover);073607130X (hard cover)	xbs  	rec. 060513	
9780195342833 (alk. paper);0195342836 (alk. paper)	xbs  	rec. 060513	
1449636365 (pbk.);9781449636364 (pbk.)	x2bs 	rec. 060513	
9780205242658;0205242650;9780205913701 (pbk.);0205913709 (pbk.)	xbs  	rec. 060513	
9780415637923 (hbk);0415637929 (hbk);9780415637930 (pbk);0415637937 (pbk);9780203084250 (ebk);020308425X (ebk)	xbs  	rec. 060513	
9780323067676;0323067670	xbs  	rec. 060513	
9781461435105 (hbk. : alk. paper);1461435102 (hbk. : alk. paper);9781461435112 (ebook);1461435110 (ebook)	xbs  	rec. 060513	
9780857292391 (pbk. : alk. paper);0857292390 (pbk. : alk. paper);9780857292407 (e-ISBN);0857292404 (e-ISBN)	xbs  	rec. 060513	
9781455728985 (pbk. : alk. paper);1455728985 (pbk. : alk. paper)	xbs  	rec. 060513	
9781439850602 (hardback : alk. paper);1439850607 (hardback : alk. paper)	xbs  	rec. 060513	
9780889373402;088937340X	xbs  	rec. 060513	
9781437717334 (hbk. : 6 vol. set);1437717330 (hbk.);9781455710522 (v. 1);1455710520 (v. 1);9781455710539 (v. 2);1455710539 (v. 2);9781455710546 (v. 3);1455710547 (v. 3);9781455710553 (v. 4);1455710555 (v. 4);9781455710560 (v. 5);1455710563 (v. 5);9781455710577 (v. 6);1455710571 (v. 6)	xbs  	rec. 060513	
9781461400189 (hardback : alk. paper);146140018X (hardback : alk. paper);9781461400196 (e-book);1461400198 (e-book)	x2bs 	rec. 060513	
	xbs  	rec. 060513	
9781405199513 (pbk. : alk. paper);1405199512 (pbk. : alk. paper)	xbs  	rec. 060513	
9781437720242 (pbk. : alk. paper);1437720242 (pbk. : alk. paper)	xbs  	rec. 060513	
9781449647964 (alk. paper);1449647960 (alk. paper);9781449688615 (hbk.);1449688616 (hbk.)	xbs  	rec. 060513	
9783540746577 (alk. paper);3540746579 (alk. paper);9783540746584 (eBook);3540746587 (eBook)	x2bs 	rec. 060513	
9781412847650;1412847656	xbs  	rec. 060513	
9781449636425;144963642X	xbs  	rec. 060513	
9780230233119 (hardback);0230233112 (hardback)	xla  		
1568710267	xla  		
006073132X (acid-free paper)	xla  		
	xwb  	rec. 060413	
9783540746577 (alk. paper);3540746579 (alk. paper);9783540746584 (eBook);3540746587 (eBook)	x2mt 	rec. 060513	
9781444121520;1444121529	xmt  	rec. 060513	
9780071768542 (pbk.);0071768548 (pbk.);9780071792851 (international ed.);0071792856 (international ed.)	xmt  	rec. 060513	
9781455728985 (pbk. : alk. paper);1455728985 (pbk. : alk. paper)	xmt  	rec. 060513	
9780415674614 (hbk);0415674611 (hbk);9780415674621 (pbk);041567462X (pbk);9780203116425 (ebk);0203116429 (ebk)	xmt  	rec. 060513	
9780415614979 (hardback);041561497X (hardback);9780415614986 (pbk);0415614988 (pbk);9780203133040 (ebk);0203133048 (ebk)	xmt  	rec. 060513	
9781429283601;1429283602	xmt  	rec. 060513	
9781451144093 (alk. paper);1451144091 (alk. paper)	xmt  	rec. 060513	
9781556428500 (hardcover : alk. paper);1556428502 (hardcover : alk. paper)	xmt  	rec. 060513	
9781451116564 (hardback : alk. paper);145111656X (hardback : alk. paper)	x2mt 	rec. 060513	
9781616081690 (hardcover : alk. paper);1616081694 (hardcover : alk. paper)	xmt  	rec. 060513	
9781461436058 (alk. paper);1461436052 (alk. paper);9781461436065 (eBook);1461436060 (eBook)	xmt  	rec. 060513	
9781437737967 (pbk. : alk. paper);143773796X (pbk. : alk. paper)	xmt  	rec. 060513	
9781455778911;1455778915	xmt  	rec. 060513	
9781118302798 (alk. paper);1118302796 (alk. paper)	xmt  	rec. 060513	
9781446207291 (hardback);1446207293 (hardback);9781446207307 (paperback);1446207307 (paperback)	xmt  	rec. 060513	
9780231134347 (cloth : alk. paper);0231134347 (cloth : alk. paper);9780231134354 (pbk. : alk. paper);0231134355 (pbk. : alk. paper);9780231508735 (e-book);0231508735 (e-book)	xmt  	rec. 060513	
9781461444114;146144411X	xmt  	rec. 060513	
9781446200704 (hbk.);1446200701 (hbk.);9781446200711 (pbk.);144620071X (pbk.)	xmt  	rec. 060513	
9781446266557 (pbk.);1446266559 (pbk.);9781446266540 (hbk.);1446266540 (hbk.)	xmt  	rec. 060513	
9781446257098 (hbk.);1446257096 (hbk.);9780857259233 (pbk.);0857259237 (pbk.)	xmt  	rec. 060513	
9780895033871 (cloth : alk. paper);0895033879 (cloth : alk. paper);9780895034113 (pbk. : alk. paper);0895034115 (pbk. : alk. paper);9780895034748 (epub);0895034743 (epub);9780895034250 (epdf);0895034255 (epdf)	xmt  	rec. 060513	
9781461453567 (alk. paper);1461453569 (alk. paper);9781461453574 (eBook);1461453577 (eBook)	xmt  	rec. 060513	
9781409436386 (hbk. : alk. paper);1409436381 (hbk. : alk. paper);9781409436393 (ebook : alk. paper);140943639X (ebook : alk. paper)	xmt  	rec. 060513	
9780826108531 (pbk.);0826108539 (pbk.)	xmt  	rec. 060513	
9781462503544 (pbk. : v. 1);1462503543 (pbk. : v. 1);1462509142 (v. 2);9781462509140 (v. 2)	xmt  	rec. 060513	
9780199736409 (alk. paper);0199736405 (alk. paper)	xmt  	rec. 060513	
9780807752364 (pbk. : alk. paper);0807752363;9780807752371 (hbk. : alk. paper);0807752371 (hbk. : alk. paper)	xmt  	rec. 060513	
9780131367340;013136734X	xmt  	rec. 060513	
9780813345314 (pbk.);0813345316 (pbk.);9780813345321 (e-book);0813345324 (e-book)	xmt  	rec. 060513	
9780312676841 (pbk.);0312676840 (pbk.)	xmt  	rec. 060513	
9781133934738;1133934730	xmt  	rec. 060513	
1133938965;9781133938965;9781133944218;1133944213	xmt  	rec. 060513	
1425809960;9781425809966	xmt  	rec. 060513	
9781133589846;1133589847	xmt  	rec. 060513	
9780393912753 (pbk.);0393912752 (pbk.)	xmt  	rec. 060513	
9781593637460 (pbk.);1593637462 (pbk.)	xmt  	rec. 060513	
9780199758708 (pbk. : acid-free paper);0199758700 (pbk. : acid-free paper)	xmt  	rec. 060513	
9780199829996 (pbk. : alk. paper);0199829993 (pbk. : alk. paper)	xmt  	rec. 060513	
9780230247772 (pbk.);0230247776 (pbk.)	xmt  	rec. 060513	
9780205209279;0205209270	xmt  	rec. 060513	
9781133956600 (student ed.);1133956602 (student ed.);9781133956594 (looseleaf);1133956599 (looseleaf);9781285177687 (hbk.);1285177681 (hbk.)	xmt  	rec. 060513	
9780415897266 (hbk. : alk. paper);0415897262 (hbk. : alk. paper);9780415641289 (pbk. : alk. paper);0415641284 (pbk. : alk. paper)	xmt  	rec. 060513	
9781462508402 (hardback : acid-free paper);1462508405 (hardback : acid-free paper)	xmt  	rec. 060513	
9780230236493 (pbk.);0230236499 (pbk.)	xmt  	rec. 060513	
9780415536233 (hbk. : alk. paper);0415536235 (hbk. : alk. paper);9780203110195 (ebk);0203110196 (ebk)	xmt  	rec. 060513	
9781118120941 (cloth);1118120949 (cloth)	xmt  	rec. 060513	
9780195394450 (alk. paper);0195394453 (alk. paper)	xmt  	rec. 060513	
9780230342132 (hbk.);0230342132 (hbk.)	xmt  	rec. 060513	
9781433804526;1433804522	xmt  	rec. 060513	
9781433804021;1433804026	xmt  	rec. 060513	
9780137019236 (spiralbound);0137019238 (spiralbound)	xmt  	rec. 060613	
9780137019236 (spiralbound);0137019238 (spiralbound)	xmt  	rec. 060613	
0805857761 (pbk.);9780805857764 (pbk.)	xmt  	rec. 060513	
9781581104516 (pbk.);1581104510 (pbk.)	xmt  	rec. 060513	
9781557669575 (hardcover);1557669570 (hardcover)	xmt  	rec. 060513	
9781441962553 (hbk.);1441962557 (hbk.);9781441962577 (e-book);1441962573 (e-book)	xmt  	rec. 060513	
9780415652360 (pbk.);0415652367 (pbk.)	xmt  	rec. 060513	
9780415655668 (pbk.);0415655668 (pbk.)	xmt  	rec. 060513	
9781848729193 (hbk. : alk. paper);1848729197 (hbk. : alk. paper);9781848726246 (pbk. : alk. paper);1848726244 (pbk. : alk. paper);0203080718 (ebk.);9780203080719 (ebk.)	xmt  	rec. 060513	
9781462506873 (hardback);1462506879 (hardback)	xmt  	rec. 060513	
9781405181822 (hardback : alk. paper);1405181826 (hardback : alk. paper)	xmt  	rec. 060513	
9780765709219 (cloth : alk. paper);076570921X (cloth : alk. paper);9780765709226 (electronic);0765709228 (electronic)	xmt  	rec. 060513	
9780199755059 (hbk.);0199755051 (hbk.)	xmt  	rec. 060513	
9781461449478;1461449472	xmt  	rec. 060513	
9780761952527;0761952527;9780761952534 (pbk.);0761952535 (pbk.)	xmt  	rec. 060513	
9780415455411 (pbk.);0415455413 (pbk.);9780415455404 (hardback);0415455405 (hardback);9780203085646 (ebk.);0203085647 (ebk.)	xmt  	rec. 060513	
9781461442288;1461442281	xmt  	rec. 060513	
9780415632140;0415632145	xmt  	rec. 060513	
9789001790806;9001790801	xmt  	rec. 060513	
9789400747272;9400747276	xmt  	rec. 060513	
9781441192356 (hardback);1441192352 (hardback)	xmt  	rec. 060513	
9781433118159 (hardcover : alk. paper);1433118157 (hardcover : alk. paper);9781433118166 (pbk. : alk. paper);1433118165 (pbk. : alk. paper)	xmt  	rec. 060513	
